Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2025-01-19T01:01:19.098Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1334, 72, 45)
(1364, 72, 45)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2025-01-19T01:01:35.267Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1334, 72, 56)
(1364, 72, 56)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2025-01-19T01:08:18.642Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1371, 72, 46)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:08:19.742Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1371, 72, 49)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:08:20.791Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1371, 72, 52)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:08:21.645Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1371, 72, 55)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:08:25.747Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1398, 72, 55)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:08:26.492Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1398, 72, 52)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:08:27.345Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1398, 72, 49)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:08:27.994Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1398, 72, 46)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:10:07.136Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1372, 72, 53)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:11:31.139Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1364, 72, 56)
(1372, 72, 52)","CREATE","{}","{
  ""type"": ""WOODEN"",
  ""one_way"": true
}"
"2025-01-19T01:11:40.192Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1364, 72, 45)
(1372, 72, 49)","CREATE","{}","{
  ""type"": ""WOODEN"",
  ""one_way"": true
}"
"2025-01-19T01:12:05.689Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1376, 72, 50)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-19T01:12:22.227Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1402, 72, 53)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
