Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2025-01-18T03:30:29.707Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1340, 72, 52)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:30:30.658Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1340, 72, 49)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:44:41.012Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1334, 72, 49)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:44:42.972Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1334, 72, 52)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:52:27.344Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1323, 76, 52)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:52:30.162Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1323, 76, 49)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:53:19.746Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1324, 72, 49)
(1334, 72, 45)","CREATE","{}","{
  ""type"": ""WOODEN"",
  ""one_way"": false
}"
"2025-01-18T03:53:23.524Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1324, 72, 51)
(1334, 72, 56)","CREATE","{}","{
  ""type"": ""WOODEN"",
  ""one_way"": false
}"
"2025-01-18T03:54:12.117Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1297, 79, 52)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:54:14.705Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1297, 79, 49)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:54:33.568Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1287, 72, 52)
(1324, 72, 51)","CREATE","{}","{
  ""type"": ""IRON"",
  ""one_way"": false
}"
"2025-01-18T03:54:42.000Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1287, 72, 49)
(1324, 72, 49)","CREATE","{}","{
  ""type"": ""IRON"",
  ""one_way"": false
}"
"2025-01-18T03:55:24.170Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1366, 72, 49)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2025-01-18T03:55:25.765Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockNode","","","(1366, 72, 52)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
